type,possession_team,player,position,player_id,pass_recipient,id,timestamp,location,pass_end_location,pass_length,pass_outcome
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Odilon Kossonou,28b6e562-ae45-44a8-bd89-e0c3efd3e505,00:16:32.983,"[65.3, 26.8]","[69.5, 52.1]",25.646248,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,d3d3ec47-4d9d-4360-a943-70740fbc9d74,00:16:34.397,"[69.5, 52.1]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,2a763517-90bc-45cc-b9f9-1fa00ef8221a,00:16:34.397,"[69.5, 52.1]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Jeremie Frimpong,3ddd775c-c5eb-4d46-ad47-7f645096c5d1,00:16:37.995,"[77.1, 55.4]","[86.4, 71.2]",18.333849,
Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,9fca3ac3-2d39-43e8-8eab-8f2ac3d093c0,00:16:39.098,"[86.4, 71.2]",,,
Carry,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,2e1d1251-46da-4fc1-84fd-dc8afd343f0c,00:16:39.098,"[86.4, 71.2]",,,
Pass,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,Jonathan Tah,6b17535e-df0f-4c4b-a108-a9daaed407cd,00:16:41.285,"[81.5, 68.8]","[63.3, 54.8]",22.961708,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,236f1de4-8a94-4f21-b21b-ebc277a77328,00:16:42.857,"[63.3, 54.8]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,46f531a3-8026-4ea8-8de3-f079b97b8db8,00:16:42.857,"[63.3, 54.8]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Alejandro Grimaldo García,6ac27a16-49a8-4143-b750-2a2619a0ffd6,00:16:44.138,"[64.1, 52.5]","[90.6, 5.7]",53.781876,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,8c2186ce-fc9e-496c-a62e-25b64c42c139,00:16:47.369,"[90.6, 5.7]",,,
Carry,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,378cf8e3-0e39-4fd6-9a46-6d9be0f6b44f,00:16:47.369,"[90.6, 5.7]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,b2fcf315-a834-4272-9aa9-5dc8f3820e8c,00:16:48.661,"[97.8, 6.9]","[116.7, 37.3]",35.79623,Incomplete
Ball Recovery,Bayer Leverkusen,Janis Blaswich,Goalkeeper,15155.0,,25780173-33a7-46ac-a555-4f478bf68282,00:16:50.857,"[3.4, 42.8]",,,
Carry,Bayer Leverkusen,Janis Blaswich,Goalkeeper,15155.0,,491c4ab6-ee26-4d74-891f-6642f1e319b2,00:16:50.857,"[3.4, 42.8]",,,
Pass,Bayer Leverkusen,Janis Blaswich,Goalkeeper,15155.0,Timo Werner,87caba01-7c06-4a88-b3a2-cb4e35746dff,00:17:12.155,"[8.8, 43.0]","[65.5, 16.5]",62.58706,Incomplete
Ball Receipt*,Bayer Leverkusen,Timo Werner,Left Midfield,5557.0,,4e5c8015-1ef8-4292-9c52-61725429cbf7,00:17:14.985,"[64.5, 15.1]",,,
Duel,Bayer Leverkusen,Timo Werner,Left Midfield,5557.0,,9905de0c-accf-4e3d-8e62-4d15cf38d647,00:17:14.985,"[65.5, 16.5]",,,
Clearance,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,1e3d2cbf-b9a0-43fb-9835-69821e6187af,00:17:14.985,"[54.6, 63.6]",,,
Ball Recovery,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,372f2725-13fc-46d0-bc7d-2ba38e044685,00:17:16.325,"[62.0, 63.8]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,0ee68bae-f8d7-4fc0-9d3a-6a0863670f3b,00:17:16.325,"[62.0, 63.8]",,,
Dribbled Past,Bayer Leverkusen,Daniel Olmo Carvajal,Left Center Forward,16532.0,,925caa50-562e-4bf5-beb6-da94e6341995,00:17:16.419,"[57.4, 16.3]",,,
Dribble,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,78e0c539-f336-478d-8359-c1295c629ceb,00:17:16.419,"[62.7, 63.8]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,e939d871-25eb-4fce-aceb-afc691b52b19,00:17:16.419,"[62.7, 63.8]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Edmond Fayçal Tapsoba,56914460-3ff9-483d-89cf-5b02ee7630ef,00:17:18.200,"[62.9, 54.4]","[50.6, 36.5]",21.718655,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,dd6220c4-f370-4aa1-b082-9c8ef1ba84a2,00:17:19.644,"[50.6, 36.5]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,8def02f3-e59b-4b84-9cf3-51cb440fbd61,00:17:19.644,"[50.6, 36.5]",,,
Pressure,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,a89ae34d-caec-448b-a77d-d275011749fd,00:17:26.459,"[54.0, 46.0]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Granit Xhaka,424c312d-8f13-4137-901d-2234447586c2,00:17:26.603,"[62.5, 34.1]","[75.5, 21.2]",18.314201,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,89939103-b142-4614-8f5a-de2caa8d63b5,00:17:27.513,"[75.5, 21.2]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Exequiel Alejandro Palacios,bd569028-3f85-49dd-a781-45210c2c4764,00:17:27.513,"[75.5, 21.2]","[68.5, 31.9]",12.786321,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,32073fde-78e6-43ae-8c00-373fdb0a6778,00:17:28.553,"[68.5, 31.9]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,7f3fd444-6695-404f-bfdc-b0c296cf64c2,00:17:28.553,"[68.5, 31.9]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Granit Xhaka,a7911294-e4eb-4af5-bd21-e21086038d56,00:17:28.585,"[69.9, 30.0]","[64.7, 13.6]",17.20465,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,12cb6558-06cc-4a17-87b1-2e32eb4e1898,00:17:29.959,"[64.7, 13.6]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,2eb44dc0-9494-4869-99f6-54bc985f4cde,00:17:29.959,"[64.7, 13.6]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Jeremie Frimpong,60ed86f5-977f-4c20-8036-d6912a73509b,00:17:30.999,"[68.3, 12.8]","[98.6, 80.0]",73.715195,Out
Ball Receipt*,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,,efa3acae-4e7b-44f9-b361-788c345922f5,00:17:34.390,"[97.8, 75.6]",,,
Pass,RB Leipzig,David Raum,Left Back,12034.0,Xaver Schlager,3fad4122-a805-431d-a2f4-ff5469704881,00:18:09.737,"[22.3, 0.1]","[23.9, 11.5]",11.511733,
Ball Receipt*,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,bd7c91b0-a565-4d3f-88c8-e53d52627151,00:18:10.454,"[23.9, 11.5]",,,
Carry,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,,7d383e25-7684-480e-a2fc-6718678dfcfb,00:18:10.454,"[23.9, 11.5]",,,
Pass,RB Leipzig,Xaver Schlager,Left Defensive Midfield,8769.0,David Raum,a703298c-9638-4982-b6e3-831f2fee3aa4,00:18:10.494,"[23.7, 12.1]","[21.1, 0.1]",12.278437,Out
Ball Receipt*,RB Leipzig,David Raum,Left Back,12034.0,,12c303f4-1d7e-44dc-9e48-34e84cf13485,00:18:11.212,"[19.3, 3.9]",,,
Pass,Bayer Leverkusen,Jeremie Frimpong,Right Wing Back,32712.0,Jonas Hofmann,5ae57218-5d1b-464e-aceb-7f963d2343b6,00:18:20.095,"[99.4, 80.0]","[102.6, 68.2]",12.226201,
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,7d6d9676-6f95-4eda-a33e-cb9474146853,00:18:20.672,"[102.6, 68.2]",,,
Carry,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,124d2ed2-9774-4303-baa6-3a4ec0dcadb6,00:18:20.672,"[102.6, 68.2]",,,
Pass,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,Exequiel Alejandro Palacios,45d56926-3156-4b92-a8c0-da05fab29e98,00:18:22.076,"[96.8, 72.2]","[90.2, 67.2]",8.280097,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,84ac2939-91d3-46ec-a850-dbf99adc9ea8,00:18:22.753,"[90.2, 67.2]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,aaa425dc-0a37-4cd3-b0e4-f2efa9e1cc1c,00:18:22.753,"[90.2, 67.2]",,,
Pressure,Bayer Leverkusen,Timo Werner,Left Midfield,5557.0,,b64c9269-3e33-441e-930b-8e110cf37325,00:18:23.002,"[29.1, 15.3]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Jonas Hofmann,abb93d5f-68f8-497f-a1b3-e5ba516fc8e8,00:18:23.049,"[88.4, 67.4]","[90.8, 74.4]",7.4,
Pressure,Bayer Leverkusen,Xaver Schlager,Left Defensive Midfield,8769.0,,60629a7c-ca96-4ca8-aed8-2bd69e09a0f1,00:18:23.898,"[28.3, 8.9]",,,
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,4da1627f-6dbe-43fa-889e-8a538bd57290,00:18:24.117,"[90.8, 74.4]",,,
Pass,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,Exequiel Alejandro Palacios,9c90b72d-f96f-4bb7-a8da-dfad406ee687,00:18:24.117,"[90.6, 74.2]","[83.9, 66.4]",10.28251,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,264f60f9-d65a-4140-97ca-aa903f92872e,00:18:24.801,"[83.9, 66.4]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,5bd1d440-623d-40bf-84bc-2a6f02d9ed22,00:18:24.801,"[83.9, 66.4]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Jonathan Tah,91ceea5e-bfe9-4a98-84e7-bf1499cbc32f,00:18:25.328,"[83.7, 66.8]","[63.3, 68.4]",20.462648,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,1024044b-f67e-427b-891b-c12829b5422e,00:18:26.842,"[63.3, 68.4]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,1d0a2837-c1eb-4037-9296-d00472ce9bb0,00:18:26.842,"[63.3, 68.4]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Granit Xhaka,f20c8226-d2f9-4ea3-8f1f-fea72afdb29e,00:18:31.441,"[69.3, 46.9]","[79.7, 36.9]",14.427751,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,32cd234e-2ead-4e72-9d7a-620f1079458f,00:18:32.157,"[79.7, 36.9]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,a2443fb2-2c9f-4255-b0b0-d6985384c632,00:18:32.157,"[79.7, 36.9]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Jonathan Tah,b5b8d8c3-a2f5-445d-ba78-92307ff5062e,00:18:32.201,"[79.1, 37.1]","[69.1, 40.1]",10.440307,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,167a7ed3-2e0a-49e8-9862-cbf2bf1886a6,00:18:33.537,"[69.1, 40.1]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,756bd3a6-e4cd-4423-be06-d530d55d7be3,00:18:33.537,"[69.1, 40.1]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Edmond Fayçal Tapsoba,b93d32fa-a365-4caa-87d2-dbafd9a12ada,00:18:33.561,"[68.3, 40.1]","[56.8, 9.4]",32.783226,
Pressure,Bayer Leverkusen,Xavi Simons,Right Midfield,39167.0,,55d0ee95-2552-4f85-b5bb-95fdfa2193bb,00:18:35.421,"[58.7, 68.1]",,,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,60d40140-0849-42cf-a691-4261482d30b6,00:18:36.296,"[56.8, 9.4]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Lukáš Hrádecký,293b91b3-3f9f-406a-87bd-9f8e7cf7221e,00:18:36.296,"[56.8, 9.4]","[24.5, 24.0]",35.446438,
Ball Receipt*,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,0dd32ea9-b5a3-44ce-81e3-9182a0c55522,00:18:38.575,"[24.5, 24.0]",,,
Carry,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,90ba69b2-6a75-4865-83e7-b8798ec0f2f4,00:18:38.575,"[24.5, 24.0]",,,
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Edmond Fayçal Tapsoba,601ce334-622a-49bf-833b-bb005b6f1184,00:18:44.115,"[24.5, 28.6]","[35.3, 11.8]",19.971981,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,8c5ed0f0-72e4-4b50-8e88-b47b2fed59b1,00:18:45.607,"[35.3, 11.8]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,0bcf8831-df31-4089-8bf3-e775ff258ee6,00:18:45.607,"[35.3, 11.8]",,,
Pressure,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,b00cfca2-489c-4a2c-bea4-a344bcf79565,00:18:49.394,"[77.1, 64.3]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Jonathan Tah,628b5214-9260-4ecd-a32c-c4761c96534e,00:18:49.999,"[39.2, 14.6]","[33.7, 31.5]",17.772451,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,1f67daaa-5f24-4534-bc6a-a25ddaf2974c,00:18:51.280,"[33.7, 31.5]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,7fd4d4f9-cbfe-44ad-9b27-ae4bf5c651a0,00:18:51.280,"[33.7, 31.5]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Odilon Kossonou,d3397749-9465-4cea-ac29-02dc24cb83dc,00:18:54.525,"[25.9, 52.3]","[26.9, 65.8]",13.536986,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,c9f1c8cf-c10e-4e23-8015-9c8d442a722e,00:18:55.356,"[26.9, 65.8]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,90bf2354-2946-4e7c-93d9-fc76181e7fbd,00:18:55.356,"[26.9, 65.8]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Lukáš Hrádecký,b83c251c-0cf6-4d31-a553-3b74db9f011b,00:18:56.672,"[24.9, 62.2]","[6.4, 37.7]",30.700163,
Ball Receipt*,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,d2c7b773-5692-4b72-8665-b87fe1f4c623,00:18:59.102,"[6.4, 37.7]",,,
Carry,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,,02370867-7cb8-4a6b-8396-f8a92e25d03a,00:18:59.102,"[6.4, 37.7]",,,
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Alejandro Grimaldo García,399ff0d8-0c17-4c26-8210-de4a5e40a9b6,00:19:00.075,"[7.4, 34.5]","[27.9, 4.9]",36.005695,
Ball Receipt*,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,4066ae4a-7e1b-4bd5-9860-9b41dd6b83b7,00:19:02.207,"[27.9, 4.9]",,,
Carry,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,,fffb73d7-e368-46eb-8168-78f5dec2e037,00:19:02.207,"[27.9, 4.9]",,,
Pass,Bayer Leverkusen,Alejandro Grimaldo García,Left Wing Back,10336.0,Florian Wirtz,e3eeb719-9ffb-4513-bcb7-543ea2cf1f04,00:19:03.470,"[27.3, 3.5]","[43.2, 2.1]",15.961516,
Pressure,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,c956d6da-68f1-4242-bc68-54de99656183,00:19:04.565,"[76.9, 76.8]",,,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,cef516d2-c957-4a05-9c3d-ffc86d0b338e,00:19:04.895,"[43.2, 2.1]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Granit Xhaka,d15734fd-9961-466b-b941-7a0c7f46c04d,00:19:04.895,"[40.8, 2.9]","[38.6, 10.2]",7.6243033,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,25506016-9505-4032-a2ce-70521e6e3957,00:19:06.072,"[38.6, 10.2]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,8967413e-c9f0-4a3e-8c32-ee66d2e4885a,00:19:06.072,"[38.6, 10.2]",,,
Pressure,Bayer Leverkusen,Benjamin Henrichs,Right Back,8211.0,,b5c952b8-e27e-4145-87e8-e8d4cb3d854f,00:19:07.346,"[74.9, 69.7]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Florian Wirtz,0244434d-fda4-4249-8958-bf44f0a16fa3,00:19:07.529,"[45.2, 6.9]","[51.0, 3.3]",6.8264194,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,416dd38b-75fa-4814-bf87-1b0ad6f96427,00:19:08.426,"[51.0, 3.3]",,,
Carry,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,246eed4e-022f-4b49-b276-e0242c7ca7b1,00:19:08.426,"[51.0, 3.3]",,,
Pressure,Bayer Leverkusen,Mohamed Simakan,Right Center Back,30360.0,,30c39958-7c6f-434a-9cb3-923f2da8bcd2,00:19:08.699,"[65.9, 77.4]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Granit Xhaka,0448b3c1-2700-4542-99f1-7152ecdbc504,00:19:09.213,"[52.0, 2.7]","[43.6, 7.4]",9.625487,
Ball Receipt*,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,824f6ec9-09cc-45af-a74b-04ea0cd9f7d2,00:19:10.343,"[43.6, 7.4]",,,
Carry,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,,2b665499-50f3-46e3-b3c6-3ab368b32440,00:19:10.343,"[43.6, 7.4]",,,
Pass,Bayer Leverkusen,Granit Xhaka,Left Defensive Midfield,3500.0,Edmond Fayçal Tapsoba,341e2d6c-695e-4fcc-a4d0-d253e6163e41,00:19:11.163,"[42.2, 8.0]","[34.5, 4.9]",8.300602,
Ball Receipt*,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,bbdf94e3-be9b-4e82-9228-e4355c6e7c25,00:19:11.890,"[34.5, 4.9]",,,
Carry,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,,5cf42677-07de-423c-9173-13a64dfa3550,00:19:11.890,"[34.5, 4.9]",,,
Pass,Bayer Leverkusen,Edmond Fayçal Tapsoba,Left Center Back,30606.0,Jonathan Tah,56b7058e-af44-47aa-994b-e420a513a1bc,00:19:12.945,"[34.1, 6.9]","[29.3, 28.0]",21.639086,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,bd8cfeaa-2910-4c59-b8bf-ce5be1a52ee2,00:19:14.586,"[29.3, 28.0]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,0625c079-a482-4490-bfbf-d460ff299490,00:19:14.586,"[29.3, 28.0]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Florian Wirtz,d0d7455a-c172-4bd6-8398-c6886842e512,00:19:17.781,"[53.4, 37.3]","[63.3, 38.9]",10.02846,
Pressure,Bayer Leverkusen,Nicolas Seiwald,Right Defensive Midfield,39460.0,,888b9dd7-62f4-4063-8988-2338d8e36702,00:19:18.543,"[56.2, 41.8]",,,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,dd8e9e72-c61f-4e16-87f5-5c34ab14e46c,00:19:18.775,"[63.3, 38.9]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Jonathan Tah,08891484-04f5-4899-91e1-e6daa8bf82be,00:19:18.775,"[63.1, 39.5]","[61.6, 62.2]",22.749506,
Pressure,Bayer Leverkusen,Ikoma Loïs Openda,Right Center Forward,16275.0,,a660cbf1-416e-4ce2-9ef3-7c90f1e23b46,00:19:20.123,"[58.9, 20.9]",,,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,c25de68a-9109-46ef-afdf-a0544e8b8ff9,00:19:20.176,"[61.6, 62.2]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,a4f28d0d-17c1-41c6-b1a4-f08d81e49d65,00:19:20.176,"[61.6, 62.2]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Odilon Kossonou,3d8595e6-e553-45a4-8ab8-22ad1fe2cce3,00:19:20.915,"[62.5, 63.8]","[69.7, 70.6]",9.903535,
Ball Receipt*,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,9906d3bb-d1e6-40b7-9124-617a137d6cb0,00:19:21.985,"[69.7, 70.6]",,,
Carry,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,,7349d791-1552-4b6e-9e6e-305579f2c978,00:19:21.985,"[69.7, 70.6]",,,
Pass,Bayer Leverkusen,Odilon Kossonou,Right Center Back,27133.0,Jonas Hofmann,05f63351-c99f-42b6-9d88-8c99049d0ec8,00:19:23.072,"[68.7, 67.8]","[89.0, 60.4]",21.606712,Incomplete
Ball Receipt*,Bayer Leverkusen,Jonas Hofmann,Right Wing,8804.0,,ce261d4b-9c4d-4414-a519-e95dea8a0fa3,00:19:24.414,"[89.6, 65.0]",,,
Pass,RB Leipzig,Willi Orban,Left Center Back,8509.0,Timo Werner,64f9fac0-6c59-42a4-aee1-bc22231d0ff5,00:19:24.414,"[31.1, 19.7]","[41.8, 10.5]",14.111343,
Ball Receipt*,RB Leipzig,Timo Werner,Left Midfield,5557.0,,60cf4696-3a65-43d4-8362-67a235724d69,00:19:26.242,"[41.8, 10.5]",,,
Carry,RB Leipzig,Timo Werner,Left Midfield,5557.0,,035c8a89-adc2-4bec-bfbe-96829989fb96,00:19:26.242,"[41.8, 10.5]",,,
Pass,RB Leipzig,Timo Werner,Left Midfield,5557.0,David Raum,db54df22-174a-4b44-a29e-183fcfd8948e,00:19:26.472,"[43.0, 6.9]","[33.3, 11.9]",10.912836,
Pressure,RB Leipzig,Jonas Hofmann,Right Wing,8804.0,,933f9eea-003a-4940-850d-7412ff387941,00:19:27.338,"[86.8, 65.4]",,,
Ball Receipt*,RB Leipzig,David Raum,Left Back,12034.0,,d156fc15-3074-489d-a9d9-ee3e35df247f,00:19:27.501,"[33.3, 11.9]",,,
Carry,RB Leipzig,David Raum,Left Back,12034.0,,987c4a96-d3f5-4535-b0d5-d3cf03d2c9fe,00:19:27.501,"[33.3, 11.9]",,,
Pass,RB Leipzig,David Raum,Left Back,12034.0,,8773e799-73d2-415a-9c78-094c63fa8910,00:19:27.621,"[32.3, 10.9]","[93.0, 42.2]",68.2948,Incomplete
Pass,Bayer Leverkusen,Lukáš Hrádecký,Goalkeeper,8667.0,Jonathan Tah,b80c6320-7429-426f-9020-4a1aa5bb9316,00:19:31.990,"[27.1, 37.9]","[41.8, 54.8]",22.39866,
Ball Receipt*,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,be8559d8-31ed-4cb5-97cf-02c59f9477c5,00:19:34.295,"[41.8, 54.8]",,,
Carry,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,,7e1a23c1-649b-49ce-a401-b1cacec19a61,00:19:34.295,"[41.8, 54.8]",,,
Pass,Bayer Leverkusen,Jonathan Tah,Center Back,8221.0,Exequiel Alejandro Palacios,b44d6e9a-50be-46ce-a7ed-d1915d6786cd,00:19:35.936,"[43.4, 56.0]","[55.8, 43.7]",17.465681,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,8963e26a-1df8-4998-83d9-be782be363fa,00:19:36.818,"[55.8, 43.7]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,bb72210f-6a5d-45fc-ae6d-eecfc854d539,00:19:36.818,"[55.8, 43.7]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Florian Wirtz,cfdadd3f-79c4-43d0-8d89-d7608baccd74,00:19:38.589,"[55.4, 54.8]","[63.9, 62.2]",11.269872,
Ball Receipt*,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,b00e8eda-de91-4b56-b79b-d5668a13e653,00:19:39.578,"[63.9, 62.2]",,,
Carry,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,,e4d5559d-de7a-4a61-a17e-6e16403da098,00:19:39.578,"[63.9, 62.2]",,,
Pressure,Bayer Leverkusen,Xaver Schlager,Left Defensive Midfield,8769.0,,47f09c9f-0b6d-43d2-b4b8-a57d17d8ef7b,00:19:40.757,"[54.2, 16.3]",,,
Pass,Bayer Leverkusen,Florian Wirtz,Left Wing,40724.0,Exequiel Alejandro Palacios,bfeab4db-fe73-44d7-bc3e-de14e52997cc,00:19:40.953,"[63.7, 65.8]","[55.8, 62.2]",8.68159,
Ball Receipt*,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,319f9fda-6b79-4c60-9e0e-c1ab97e58ceb,00:19:42.039,"[55.8, 62.2]",,,
Carry,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,,51a36edc-7f8c-4535-9342-71d8bac26e92,00:19:42.039,"[55.8, 62.2]",,,
Pass,Bayer Leverkusen,Exequiel Alejandro Palacios,Right Defensive Midfield,28268.0,Jonathan Tah,6fa7f223-8111-4622-b2c2-ed7cb57323da,00:19:44.605,"[56.6, 63.8]","[49.0, 46.7]",18.71283,
